経過年数,建設時健全度（1と仮定）,調査時健全度,定数項（x1＝1）,管径,管渠延長,スパンID,調査年,建設年,材質番号（1 ヒューム管）
44,1,3,1,0.272727273,0.238095238,24251019,2017,1973,1
37,1,3,1,0.272727273,0.149761905,24251023,2010,1973,1
31,1,2,1,0.151515152,0.143714286,24252006,2011,1980,1
20,1,3,1,0.151515152,0.289333333,24252017,2010,1990,1
20,1,3,1,0.151515152,0.210571429,24254003,2010,1990,1
21,1,2,1,0.212121212,0.228142857,24255002,2010,1989,1
27,1,3,1,0.212121212,0.309619048,24255013,2016,1989,1
21,1,3,1,0.212121212,0.263666667,24255014,2010,1989,1
21,1,1,1,0.303030303,0.244142857,24256008,2010,1989,1
23,1,1,1,0.363636364,0.319238095,24256026,2010,1987,1
20,1,1,1,0.181818182,0.356952381,24257041,2010,1990,1
28,1,1,1,0.151515152,0.118952381,24258003,2010,1982,1
17,1,2,1,0.151515152,0.223714286,24258022,2010,1993,1
30,1,1,1,0.151515152,0.227428571,24261003,2011,1981,1
40,1,3,1,0.151515152,0.138761905,24261027,2010,1970,1
21,1,2,1,0.151515152,0.197333333,24262014,2010,1989,1
21,1,2,1,0.151515152,0.232619048,24262029,2010,1989,1
21,1,1,1,0.212121212,0.292714286,24266001,2010,1989,1
31,1,3,1,0.151515152,0.180857143,24270005,2011,1980,1
31,1,1,1,0.151515152,0.195571429,24270013,2011,1980,1
41,1,2,1,0.151515152,0.142428571,24270039,2011,1970,1
27,1,3,1,0.151515152,0.025619048,24270044,2011,1984,1
15,1,2,1,0.151515152,0.186285714,24271023,2010,1995,1
19,1,3,1,0.151515152,0.157571429,24272022,2010,1991,1
15,1,4,1,0.151515152,0.113,24272031,2010,1995,1
15,1,4,1,0.151515152,0.048142857,24273043,2010,1995,1
18,1,3,1,0.212121212,0.39447619,24274024,2010,1992,1
15,1,3,1,0.151515152,0.41852381,24274058,2010,1995,1
9,1,2,1,0.121212121,0.123333333,24275057,2010,2001,1
29,1,2,1,0.151515152,0.143761905,24276002,2010,1981,1
29,1,2,1,0.151515152,0.111,24276012,2010,1981,1
27,1,2,1,0.151515152,0.228238095,24280006,2011,1984,1
29,1,2,1,0.151515152,0.029190476,24280017,2011,1982,1
22,1,3,1,0.181818182,0.359714286,24292001,2011,1989,1
19,1,2,1,0.181818182,0.410809524,24292002,2011,1992,1
23,1,2,1,0.242424242,0.310333333,24294001,2011,1988,1
20,1,3,1,0.151515152,0.176285714,24300001,2013,1993,1
20,1,3,1,0.151515152,0.185714286,24300017,2013,1993,1
20,1,2,1,0.151515152,0.207047619,24300019,2013,1993,1
20,1,3,1,0.212121212,0.067047619,24300026,2013,1993,1
20,1,2,1,0.212121212,0.059666667,24300038,2013,1993,1
20,1,2,1,0.151515152,0.123809524,24300050,2013,1993,1
20,1,2,1,0.151515152,0.238333333,24300062,2013,1993,1
20,1,3,1,0.151515152,0.049047619,24300074,2013,1993,1
28,1,2,1,0.484848485,0.248190476,24301002,2013,1985,1
20,1,4,1,0.151515152,0.181238095,24310002,2013,1993,1
20,1,2,1,0.151515152,0.158714286,24310013,2013,1993,1
35,1,3,1,0.151515152,0.222857143,24324009,2015,1980,1
35,1,4,1,0.151515152,0.22252381,24324010,2015,1980,1
35,1,3,1,0.151515152,0.213095238,24325001,2015,1980,1
35,1,3,1,0.151515152,0.137047619,24325003,2015,1980,1
35,1,4,1,0.151515152,0.233,24325004,2015,1980,1
35,1,3,1,0.151515152,0.146809524,24325005,2015,1980,1
35,1,4,1,0.151515152,0.010952381,24325006,2015,1980,1
35,1,3,1,0.151515152,0.232380952,24325008,2015,1980,1
35,1,4,1,0.151515152,0.23152381,24325010,2015,1980,1
35,1,3,1,0.151515152,0.232095238,24325011,2015,1980,1
35,1,4,1,0.151515152,0.234652381,24325012,2015,1980,1
35,1,4,1,0.151515152,0.196190476,24325013,2015,1980,1
35,1,3,1,0.151515152,0.17452381,24325014,2015,1980,1
35,1,2,1,0.151515152,0.201333333,24325015,2015,1980,1
35,1,4,1,0.151515152,0.019047619,24325016,2015,1980,1
35,1,1,1,0.151515152,0.232238095,24325017,2015,1980,1
35,1,1,1,0.151515152,0.241571429,24325018,2015,1980,1
35,1,3,1,0.151515152,0.215285714,24334001,2015,1980,1
26,1,3,1,0.151515152,0.045714286,24334002,2015,1989,1
35,1,3,1,0.151515152,0.18452381,24334005,2015,1980,1
35,1,3,1,0.151515152,0.189809524,24334006,2015,1980,1
28,1,3,1,0.424242424,0.28452381,24336021,2015,1987,1
35,1,4,1,0.151515152,0.222380952,24336022,2015,1980,1
35,1,4,1,0.151515152,0.00952381,24336032,2015,1980,1
35,1,2,1,0.151515152,0.156428571,24336041,2015,1980,1
35,1,3,1,0.151515152,0.15,24336042,2015,1980,1
35,1,3,1,0.151515152,0.196904762,24336043,2015,1980,1
35,1,3,1,0.151515152,0.194619048,24336044,2015,1980,1
35,1,3,1,0.151515152,0.146666667,24336045,2015,1980,1
35,1,3,1,0.151515152,0.098571429,24336046,2015,1980,1
35,1,4,1,0.151515152,0.241904762,24336047,2015,1980,1
28,1,4,1,0.424242424,0.241904762,24336048,2015,1987,1
28,1,1,1,0.424242424,0.248333333,24336049,2015,1987,1
35,1,3,1,0.151515152,0.17547619,24336050,2015,1980,1
35,1,4,1,0.151515152,0.175095238,24336051,2015,1980,1
35,1,3,1,0.151515152,0.172380952,24336052,2015,1980,1
35,1,1,1,0.151515152,0.130714286,24336059,2015,1980,1
35,1,4,1,0.151515152,0.03547619,24336060,2015,1980,1
35,1,3,1,0.151515152,0.165714286,24336061,2015,1980,1
26,1,4,1,0.151515152,0.13152381,24336062,2015,1989,1
35,1,3,1,0.151515152,0.185238095,24336063,2015,1980,1
35,1,3,1,0.151515152,0.185238095,24336064,2015,1980,1
35,1,3,1,0.151515152,0.121428571,24337001,2015,1980,1
35,1,3,1,0.151515152,0.194571429,24337002,2015,1980,1
35,1,4,1,0.151515152,0.147238095,24337003,2015,1980,1
35,1,4,1,0.151515152,0.146666667,24337008,2015,1980,1
35,1,3,1,0.151515152,0.156428571,24337009,2015,1980,1
35,1,4,1,0.151515152,0.010952381,24337010,2015,1980,1
36,1,3,1,0.151515152,0.182857143,24337025,2016,1980,1
36,1,3,1,0.151515152,0.185714286,24337026,2016,1980,1
36,1,3,1,0.181818182,0.205,24337027,2016,1980,1
36,1,3,1,0.181818182,0.187380952,24337028,2016,1980,1
26,1,3,1,0.181818182,0.245380952,24337029,2015,1989,1
35,1,3,1,0.151515152,0.213142857,24337033,2015,1980,1
35,1,3,1,0.151515152,0.213142857,24337034,2015,1980,1
35,1,3,1,0.151515152,0.203714286,24337035,2015,1980,1
35,1,4,1,0.151515152,0.203809524,24337036,2015,1980,1
35,1,4,1,0.151515152,0.182857143,24337037,2015,1980,1
35,1,4,1,0.151515152,0.152380952,24337038,2015,1980,1
35,1,4,1,0.151515152,0.155952381,24337039,2015,1980,1
36,1,3,1,0.151515152,0.185714286,24338005,2016,1980,1
36,1,4,1,0.151515152,0.195714286,24338006,2016,1980,1
36,1,3,1,0.181818182,0.202380952,24338008,2016,1980,1
36,1,4,1,0.181818182,0.204904762,24338009,2016,1980,1
36,1,4,1,0.151515152,0.028571429,24338010,2016,1980,1
36,1,2,1,0.151515152,0.101428571,24338027,2016,1980,1
36,1,3,1,0.151515152,0.211571429,24338028,2016,1980,1
36,1,3,1,0.151515152,0.214047619,24338029,2016,1980,1
36,1,3,1,0.151515152,0.169428571,24338030,2016,1980,1
36,1,3,1,0.151515152,0.155714286,24338031,2016,1980,1
36,1,3,1,0.151515152,0.216190476,24338032,2016,1980,1
36,1,4,1,0.151515152,0.218571429,24338033,2016,1980,1
36,1,3,1,0.151515152,0.259904762,24338034,2016,1980,1
28,1,1,1,0.424242424,0.293809524,24336020,2015,1987,1
35,1,4,1,0.151515152,0.167142857,24346007,2015,1980,1
35,1,4,1,0.151515152,0.229190476,24346008,2015,1980,1
35,1,4,1,0.151515152,0.204047619,24346009,2015,1980,1
26,1,3,1,0.151515152,0.237761905,24346010,2015,1989,1
28,1,1,1,0.363636364,0.308952381,24337030,2015,1987,1
28,1,3,1,0.424242424,0.248333333,24347001,2015,1987,1
28,1,1,1,0.424242424,0.341190476,24347002,2015,1987,1
35,1,4,1,0.151515152,0.177142857,24347003,2015,1980,1
35,1,4,1,0.151515152,0.174047619,24347004,2015,1980,1
35,1,3,1,0.151515152,0.137857143,24347010,2015,1980,1
35,1,4,1,0.151515152,0.142619048,24347011,2015,1980,1
35,1,4,1,0.151515152,0.010952381,24347012,2015,1980,1
35,1,4,1,0.151515152,0.151285714,24347013,2015,1980,1
28,1,3,1,0.363636364,0.318095238,24347025,2015,1987,1
28,1,3,1,0.363636364,0.323333333,24347026,2015,1987,1
28,1,4,1,0.363636364,0.330714286,24347027,2015,1987,1
35,1,3,1,0.151515152,0.203571429,24347028,2015,1980,1
35,1,3,1,0.151515152,0.194285714,24347029,2015,1980,1
35,1,3,1,0.151515152,0.196190476,24347030,2015,1980,1
35,1,3,1,0.151515152,0.173095238,24347032,2015,1980,1
35,1,4,1,0.151515152,0.148333333,24347033,2015,1980,1
35,1,4,1,0.151515152,0.140714286,24347034,2015,1980,1
35,1,3,1,0.151515152,0.175238095,24347035,2015,1980,1
35,1,3,1,0.151515152,0.160952381,24347036,2015,1980,1
26,1,4,1,0.151515152,0.180142857,24347088,2015,1989,1
22,1,2,1,0.212121212,0.242666667,24350014,2013,1991,1
22,1,3,1,0.303030303,0.210714286,24351018,2013,1991,1
23,1,3,1,0.363636364,0.452190476,24352007,2013,1990,1
21,1,3,1,0.151515152,0.282142857,24360003,2013,1992,1
26,1,1,1,0.151515152,0.151571429,25002003,2010,1984,1
20,1,3,1,0.151515152,0.237142857,25002005,2010,1990,1
26,1,1,1,0.151515152,0.174380952,25002073,2010,1984,1
20,1,2,1,0.151515152,0.223238095,25002079,2010,1990,1
25,1,2,1,0.151515152,0.185380952,25003030,2011,1986,1
23,1,2,1,0.151515152,0.165904762,25003079,2010,1987,1
26,1,2,1,0.151515152,0.152142857,25003107,2010,1984,1
25,1,1,1,0.151515152,0.070619048,25004019,2011,1986,1
27,1,3,1,0.151515152,0.193380952,25004024,2011,1984,1
27,1,2,1,0.151515152,0.153571429,25004044,2011,1984,1
26,1,1,1,0.151515152,0.208095238,25005032,2011,1985,1
24,1,1,1,0.151515152,0.222619048,25005076,2013,1989,1
28,1,3,1,0.151515152,0.114333333,25006077,2013,1985,1
43,1,3,1,0.151515152,0.244142857,25008074,2013,1970,1
35,1,3,1,0.151515152,0.104666667,25010009,2010,1975,1
20,1,3,1,0.151515152,0.10947619,25010011,2010,1990,1
35,1,3,1,0.151515152,0.068952381,25010019,2010,1975,1
35,1,3,1,0.151515152,0.093285714,25010031,2010,1975,1
25,1,3,1,0.151515152,0.213190476,25013009,2010,1985,1
26,1,1,1,0.151515152,0.136857143,25013030,2011,1985,1
26,1,1,1,0.151515152,0.028857143,25013051,2011,1985,1
27,1,1,1,0.151515152,0.188047619,25015007,2011,1984,1
26,1,2,1,0.151515152,0.152428571,25015027,2011,1985,1
29,1,2,1,0.151515152,0.123809524,25015054,2013,1984,1
31,1,1,1,0.151515152,0.061428571,25015066,2013,1982,1
32,1,2,1,0.181818182,0.121428571,25015101,2013,1981,1
29,1,1,1,0.151515152,0.101190476,25015116,2013,1984,1
32,1,2,1,0.212121212,0.162857143,25016034,2013,1981,1
31,1,4,1,0.151515152,0.133333333,25016045,2013,1982,1
27,1,2,1,0.121212121,0.172142857,25016074,2013,1986,1
29,1,2,1,0.151515152,0.186190476,25017005,2013,1984,1
43,1,3,1,0.151515152,0.113428571,25017032,2013,1970,1
43,1,3,1,0.151515152,0.139714286,25018002,2013,1970,1
42,1,3,1,0.151515152,0.289190476,25018018,2013,1971,1
43,1,3,1,0.151515152,0.182285714,25018021,2013,1970,1
35,1,3,1,0.151515152,0.171666667,25020008,2010,1975,1
35,1,2,1,0.151515152,0.137142857,25020030,2010,1975,1
35,1,3,1,0.151515152,0.058095238,25020042,2010,1975,1
35,1,2,1,0.151515152,0.077,25020054,2010,1975,1
36,1,4,1,0.151515152,0.214714286,25020066,2011,1975,1
35,1,3,1,0.151515152,0.166095238,25020078,2010,1975,1
35,1,3,1,0.151515152,0.027904762,25021004,2010,1975,1
40,1,2,1,0.151515152,0.256809524,25022027,2010,1970,1
40,1,2,1,0.151515152,0.040571429,25022041,2010,1970,1
40,1,3,1,0.151515152,0.202285714,25023026,2010,1970,1
41,1,3,1,0.151515152,0.214904762,25023040,2011,1970,1
27,1,2,1,0.242424242,0.16347619,25023071,2011,1984,1
27,1,1,1,0.151515152,0.070857143,25023090,2011,1984,1
28,1,1,1,0.151515152,0.100952381,25026082,2013,1985,1
29,1,2,1,0.151515152,0.173809524,25027008,2013,1984,1
33,1,3,1,0.242424242,0.16,25027030,2013,1980,1
31,1,3,1,0.151515152,0.15952381,25027053,2013,1982,1
41,1,2,1,0.151515152,0.162380952,25027065,2013,1972,1
38,1,2,1,0.151515152,0.132666667,25029041,2013,1975,1
35,1,4,1,0.151515152,0.125333333,25030001,2010,1975,1
35,1,4,1,0.151515152,0.166380952,25030017,2010,1975,1
35,1,2,1,0.151515152,0.124428571,25030022,2010,1975,1
35,1,3,1,0.212121212,0.1,25030035,2010,1975,1
35,1,4,1,0.151515152,0.082952381,25030040,2010,1975,1
35,1,3,1,0.151515152,0.201047619,25030052,2010,1975,1
35,1,4,1,0.151515152,0.140095238,25030064,2010,1975,1
35,1,2,1,0.151515152,0.195761905,25030076,2010,1975,1
35,1,3,1,0.151515152,0.133095238,25030085,2010,1975,1
40,1,3,1,0.151515152,0.154619048,25031053,2010,1970,1
40,1,2,1,0.151515152,0.17147619,25031065,2010,1970,1
25,1,3,1,0.121212121,0.090904762,25032086,2011,1986,1
24,1,3,1,0.151515152,0.022,25032098,2010,1986,1
24,1,2,1,0.151515152,0.145,25032108,2010,1986,1
40,1,3,1,0.151515152,0.282428571,25033015,2010,1970,1
16,1,2,1,0.151515152,0.128047619,25033104,2011,1995,1
29,1,1,1,0.272727273,0.155809524,25034041,2013,1984,1
32,1,1,1,0.121212121,0.080714286,25035046,2013,1981,1
27,1,2,1,0.151515152,0.171095238,25036012,2013,1986,1
29,1,1,1,0.151515152,0.118904762,25037028,2013,1984,1
41,1,2,1,0.151515152,0.190952381,25037037,2013,1972,1
29,1,3,1,0.151515152,0.160238095,25037061,2013,1984,1
29,1,2,1,0.151515152,0.18952381,25037072,2013,1984,1
30,1,2,1,0.151515152,0.215238095,25037097,2013,1983,1
27,1,2,1,0.151515152,0.16547619,25037107,2013,1986,1
33,1,1,1,0.303030303,0.099285714,25038003,2013,1980,1
31,1,2,1,0.151515152,0.116857143,25038033,2013,1982,1
24,1,3,1,0.212121212,0.086428571,25039024,2013,1989,1
36,1,3,1,0.151515152,0.128,25039026,2013,1977,1
35,1,3,1,0.151515152,0.138047619,25040003,2010,1975,1
35,1,3,1,0.151515152,0.195666667,25040020,2010,1975,1
25,1,4,1,0.242424242,0.079095238,25041027,2011,1986,1
32,1,2,1,0.151515152,0.096380952,25041053,2010,1978,1
32,1,2,1,0.151515152,0.143428571,25041068,2010,1978,1
32,1,2,1,0.151515152,0.109952381,25041080,2010,1978,1
24,1,1,1,0.151515152,0.072761905,25042029,2010,1986,1
33,1,3,1,0.151515152,0.123142857,25042093,2011,1978,1
16,1,2,1,0.151515152,0.110285714,25043041,2011,1995,1
24,1,3,1,0.151515152,0.218,25044012,2011,1987,1
30,1,1,1,0.151515152,0.191047619,25044037,2013,1983,1
29,1,1,1,0.272727273,0.198809524,25045004,2013,1984,1
28,1,2,1,0.151515152,0.170238095,25046022,2013,1985,1
29,1,1,1,0.151515152,0.080190476,25048008,2013,1984,1
41,1,3,1,0.484848485,0.298809524,25048039,2013,1972,1
30,1,1,1,0.151515152,0.075714286,25048056,2013,1983,1
24,1,2,1,0.484848485,0.387809524,25050013,2010,1986,1
23,1,1,1,0.151515152,0.203761905,25050030,2010,1987,1
28,1,1,1,0.151515152,0.0544,25050036,2010,1982,1
31,1,3,1,0.151515152,0.164714286,25051040,2010,1979,1
24,1,2,1,0.151515152,0.034428571,25051057,2010,1986,1
28,1,1,1,0.151515152,0.046047619,25051089,2010,1982,1
38,1,3,1,0.151515152,0.122095238,25051102,2011,1973,1
37,1,2,1,0.151515152,0.121428571,25051114,2010,1973,1
37,1,4,1,0.151515152,0.034809524,25051126,2010,1973,1
28,1,3,1,0.151515152,0.11847619,25052014,2010,1982,1
28,1,1,1,0.151515152,0.10252381,25052066,2010,1982,1
34,1,3,1,0.151515152,0.054857143,25053019,2010,1976,1
23,1,1,1,0.484848485,0.353428571,25053054,2010,1987,1
22,1,1,1,0.151515152,0.041285714,25053065,2010,1988,1
25,1,2,1,0.151515152,0.13852381,25054033,2010,1985,1
29,1,3,1,0.151515152,0.096495238,25054094,2013,1984,1
24,1,1,1,0.151515152,0.218,25055056,2013,1989,1
27,1,1,1,0.151515152,0.138190476,25055068,2013,1986,1
28,1,2,1,0.121212121,0.156857143,25055108,2013,1985,1
28,1,1,1,0.151515152,0.141714286,25056001,2013,1985,1
31,1,1,1,0.151515152,0.068571429,25056051,2013,1982,1
24,1,1,1,0.151515152,0.147619048,25056063,2013,1989,1
34,1,3,1,0.363636364,0.352,25057033,2013,1979,1
41,1,3,1,0.484848485,0.478380952,25057037,2013,1972,1
33,1,4,1,0.151515152,0.093809524,25057058,2014,1981,1
32,1,2,1,0.151515152,0.094333333,25057059,2013,1981,1
41,1,2,1,0.151515152,0.135857143,25057070,2013,1972,1
29,1,1,1,0.151515152,0.069809524,25057090,2013,1984,1
43,1,3,1,0.606060606,0.326666667,25058022,2013,1970,1
23,1,1,1,0.303030303,0.247666667,25061004,2010,1987,1
23,1,2,1,0.151515152,0.209,25061033,2010,1987,1
24,1,2,1,0.212121212,0.094619048,25061045,2010,1986,1
38,1,3,1,0.151515152,0.141428571,25062005,2010,1972,1
38,1,3,1,0.151515152,0.116761905,25062018,2010,1972,1
19,1,3,1,0.151515152,0.079666667,25062027,2010,1991,1
38,1,3,1,0.151515152,0.092761905,25062060,2010,1972,1
26,1,1,1,0.151515152,0.068666667,25062078,2010,1984,1
18,1,1,1,0.242424242,0.04547619,25063047,2010,1992,1
24,1,1,1,0.484848485,0.073761905,25063078,2010,1986,1
30,1,1,1,0.303030303,0.120333333,25066031,2013,1983,1
31,1,1,1,0.151515152,0.092571429,25066049,2013,1982,1
30,1,1,1,0.151515152,0.123666667,25066075,2013,1983,1
30,1,3,1,0.151515152,0.176809524,25067042,2013,1983,1
30,1,3,1,0.151515152,0.205142857,25067064,2013,1983,1
30,1,3,1,0.151515152,0.134761905,25067078,2013,1983,1
30,1,2,1,0.151515152,0.142857143,25067088,2013,1983,1
30,1,3,1,0.151515152,0.14,25068010,2013,1983,1
30,1,3,1,0.151515152,0.132666667,25068020,2013,1983,1
30,1,3,1,0.151515152,0.119142857,25068044,2013,1983,1
30,1,3,1,0.151515152,0.142952381,25068058,2013,1983,1
35,1,1,1,0.606060606,0.205238095,25068077,2005,1970,1
28,1,3,1,0.606060606,0.247761905,25069001,2013,1985,1
35,1,1,1,0.606060606,0.15347619,25069003,2005,1970,1
23,1,3,1,0.303030303,0.204761905,25069013,2013,1990,1
35,1,4,1,0.727272727,0.231761905,25069024,2005,1970,1
42,1,1,1,0.727272727,0.127142857,25069029,2012,1970,1
35,1,3,1,0.242424242,0.291428571,25069031,2005,1970,1
23,1,1,1,0.303030303,0.166047619,25071028,2010,1987,1
22,1,1,1,0.151515152,0.126190476,25071041,2010,1988,1
19,1,1,1,0.151515152,0.016190476,25071067,2010,1991,1
22,1,1,1,0.303030303,0.15897619,25072040,2010,1988,1
38,1,3,1,0.151515152,0.113952381,25072056,2010,1972,1
38,1,3,1,0.151515152,0.090857143,25072075,2010,1972,1
22,1,1,1,0.303030303,0.018661905,25072100,2010,1988,1
37,1,3,1,0.151515152,0.100619048,25073010,2010,1973,1
12,1,1,1,0.151515152,0.012904762,25074001,2010,1998,1
23,1,2,1,0.151515152,0.184047619,25074017,2010,1987,1
25,1,2,1,0.151515152,0.112285714,25074068,2013,1988,1
26,1,2,1,0.484848485,0.317142857,25074073,2013,1987,1
28,1,3,1,0.151515152,0.176904762,25075009,2013,1985,1
26,1,1,1,0.151515152,0.085190476,25075034,2013,1987,1
25,1,1,1,0.484848485,0.187952381,25076011,2013,1988,1
30,1,3,1,0.151515152,0.149190476,25076048,2013,1983,1
30,1,3,1,0.151515152,0.167380952,25077002,2013,1983,1
30,1,2,1,0.151515152,0.088809524,25077018,2013,1983,1
30,1,2,1,0.151515152,0.147238095,25077024,2013,1983,1
30,1,1,1,0.151515152,0.143190476,25077047,2013,1983,1
30,1,1,1,0.151515152,0.142952381,25077060,2013,1983,1
30,1,2,1,0.151515152,0.142714286,25077083,2013,1983,1
30,1,2,1,0.151515152,0.143333333,25077096,2013,1983,1
30,1,2,1,0.151515152,0.074380952,25077109,2013,1983,1
30,1,3,1,0.151515152,0.161857143,25077121,2013,1983,1
30,1,2,1,0.151515152,0.153761905,25078008,2013,1983,1
30,1,4,1,0.151515152,0.153904762,25078023,2013,1983,1
30,1,2,1,0.151515152,0.141285714,25078039,2013,1983,1
30,1,3,1,0.151515152,0.095095238,25078057,2013,1983,1
30,1,3,1,0.151515152,0.142619048,25078070,2013,1983,1
30,1,3,1,0.151515152,0.093809524,25078072,2013,1983,1
30,1,3,1,0.151515152,0.143047619,25078083,2013,1983,1
30,1,3,1,0.151515152,0.149285714,25078096,2013,1983,1
30,1,4,1,0.181818182,0.142857143,25079004,2013,1983,1
30,1,2,1,0.151515152,0.141428571,25079042,2013,1983,1
30,1,2,1,0.151515152,0.119142857,25079069,2013,1983,1
30,1,3,1,0.151515152,0.119380952,25079090,2013,1983,1
30,1,2,1,0.151515152,0.166761905,25079101,2013,1983,1
24,1,1,1,0.484848485,0.190666667,25080002,2010,1986,1
30,1,2,1,0.151515152,0.143190476,25080017,2010,1980,1
30,1,2,1,0.151515152,0.097428571,25080029,2010,1980,1
27,1,1,1,0.242424242,0.11347619,25080035,2011,1984,1
34,1,3,1,0.151515152,0.141761905,25081018,2010,1976,1
16,1,1,1,0.484848485,0.594666667,25082033,2010,1994,1
25,1,2,1,0.484848485,0.206380952,25083015,2010,1985,1
25,1,1,1,0.484848485,0.289190476,25083017,2010,1985,1
26,1,1,1,0.484848485,0.389666667,25083033,2010,1984,1
25,1,3,1,0.151515152,0.223619048,25084008,2010,1985,1
12,1,3,1,0.151515152,0.130380952,25084013,2010,1998,1
25,1,2,1,0.151515152,0.104761905,25084019,2013,1988,1
28,1,1,1,0.424242424,0.231142857,25084052,2013,1985,1
28,1,1,1,0.484848485,0.359761905,25085019,2013,1985,1
29,1,1,1,0.242424242,0.154095238,25085058,2013,1984,1
30,1,1,1,0.151515152,0.121285714,25086005,2013,1983,1
26,1,1,1,0.484848485,0.260333333,25086010,2013,1987,1
30,1,3,1,0.151515152,0.128666667,25086054,2013,1983,1
30,1,3,1,0.151515152,0.143095238,25086071,2013,1983,1
30,1,3,1,0.151515152,0.142714286,25086111,2013,1983,1
30,1,2,1,0.151515152,0.128571429,25087017,2013,1983,1
30,1,3,1,0.151515152,0.144428571,25087029,2013,1983,1
30,1,2,1,0.151515152,0.127285714,25087036,2013,1983,1
30,1,3,1,0.181818182,0.190190476,25087043,2013,1983,1
30,1,2,1,0.181818182,0.18452381,25087045,2013,1983,1
30,1,1,1,0.151515152,0.143047619,25087065,2013,1983,1
30,1,2,1,0.151515152,0.128571429,25087076,2013,1983,1
30,1,3,1,0.151515152,0.166666667,25087098,2013,1983,1
30,1,2,1,0.151515152,0.149238095,25088010,2013,1983,1
30,1,3,1,0.151515152,0.104380952,25088014,2013,1983,1
30,1,2,1,0.151515152,0.134047619,25088026,2013,1983,1
41,1,3,1,0.151515152,0.119761905,25088064,2013,1972,1
30,1,2,1,0.151515152,0.150380952,25088079,2013,1983,1
30,1,3,1,0.151515152,0.148238095,25088098,2013,1983,1
30,1,3,1,0.181818182,0.166904762,25088111,2013,1983,1
30,1,2,1,0.151515152,0.192571429,25079034,2013,1983,1
30,1,2,1,0.151515152,0.097714286,25089005,2013,1983,1
30,1,2,1,0.151515152,0.110190476,25089006,2013,1983,1
30,1,2,1,0.151515152,0.133666667,25089021,2013,1983,1
30,1,2,1,0.151515152,0.175857143,25089051,2013,1983,1
43,1,1,1,0.151515152,0.057619048,25089073,2013,1970,1
30,1,2,1,0.151515152,0.052952381,25089097,2013,1983,1
23,1,1,1,0.484848485,0.365761905,25092006,2010,1987,1
24,1,1,1,0.484848485,0.428238095,25093042,2010,1986,1
27,1,2,1,0.151515152,0.096761905,25094018,2013,1986,1
28,1,1,1,0.424242424,0.185809524,25094030,2013,1985,1
27,1,2,1,0.151515152,0.095428571,25094036,2013,1986,1
27,1,2,1,0.151515152,0.113904762,25095025,2013,1986,1
31,1,1,1,0.484848485,0.098142857,25095038,2013,1982,1
30,1,3,1,0.151515152,0.143190476,25095050,2013,1983,1
30,1,1,1,0.151515152,0.123809524,25095066,2013,1983,1
30,1,3,1,0.151515152,0.107904762,25096010,2013,1983,1
31,1,3,1,0.151515152,0.156428571,25096037,2014,1983,1
30,1,3,1,0.151515152,0.174619048,25096050,2013,1983,1
30,1,4,1,0.151515152,0.10547619,25096063,2013,1983,1
30,1,2,1,0.151515152,0.119047619,25096100,2013,1983,1
29,1,3,1,0.151515152,0.17552381,25097004,2013,1984,1
33,1,2,1,0.181818182,0.166190476,25097033,2014,1981,1
33,1,3,1,0.181818182,0.21152381,25097034,2014,1981,1
33,1,2,1,0.181818182,0.123904762,25097035,2014,1981,1
33,1,2,1,0.181818182,0.147095238,25097039,2014,1981,1
33,1,2,1,0.181818182,0.146666667,25097040,2014,1981,1
32,1,2,1,0.181818182,0.132619048,25097041,2013,1981,1
30,1,3,1,0.151515152,0.176428571,25097052,2013,1983,1
30,1,3,1,0.151515152,0.164809524,25097066,2013,1983,1
30,1,1,1,0.151515152,0.109952381,25097073,2013,1983,1
30,1,1,1,0.151515152,0.162047619,25097086,2013,1983,1
30,1,2,1,0.151515152,0.159619048,25097099,2013,1983,1
30,1,3,1,0.151515152,0.167,25098017,2013,1983,1
30,1,1,1,0.151515152,0.142571429,25098039,2013,1983,1
30,1,3,1,0.151515152,0.143571429,25098052,2013,1983,1
30,1,3,1,0.181818182,0.197047619,25098065,2013,1983,1
30,1,3,1,0.181818182,0.123761905,25098078,2013,1983,1
38,1,1,1,0.151515152,0.113809524,25100012,2013,1975,1
22,1,1,1,0.151515152,0.161809524,25103019,2011,1989,1
40,1,2,1,0.151515152,0.075714286,25103026,2011,1971,1
13,1,1,1,0.121212121,0.034666667,25105005,2011,1998,1
32,1,4,1,0.151515152,0.061190476,25106017,2011,1979,1
29,1,2,1,0.151515152,0.117142857,25106021,2011,1982,1
30,1,2,1,0.151515152,0.157238095,25106026,2011,1981,1
33,1,4,1,0.151515152,0.101285714,25106060,2011,1978,1
28,1,2,1,0.151515152,0.196714286,25107033,2011,1983,1
29,1,3,1,0.151515152,0.153714286,25108001,2011,1982,1
27,1,1,1,0.151515152,0.186095238,25108011,2011,1984,1
23,1,1,1,0.151515152,0.005285714,25108032,2011,1988,1
27,1,2,1,0.151515152,0.165809524,25108067,2011,1984,1
29,1,2,1,0.121212121,0.10647619,25109006,2011,1982,1
19,1,2,1,0.151515152,0.050047619,25109032,2011,1992,1
24,1,3,1,0.151515152,0.251428571,25110030,2013,1989,1
40,1,3,1,0.181818182,0.148809524,25114014,2011,1971,1
31,1,1,1,0.151515152,0.180238095,25116009,2011,1980,1
27,1,1,1,0.151515152,0.170142857,25116024,2011,1984,1
