経過年数,建設時健全度（1と仮定）,調査時健全度,定数項（x1＝1）,管径,管渠延長,スパンID,調査年,建設年,材質番号（1 ヒューム管）
41,1,2,1,0.151515152,0.09047619,21189003,2013,1972,1
44,1,2,1,0.151515152,0.142857143,21189015,2016,1972,1
41,1,1,1,0.151515152,0.180952381,21189023,2013,1972,1
31,1,4,1,0.151515152,0.119047619,21190012,2014,1983,1
31,1,3,1,0.151515152,0.195,21190024,2014,1983,1
32,1,3,1,0.151515152,0.185333333,21190036,2014,1982,1
30,1,2,1,0.151515152,0.23347619,21190040,2014,1984,1
28,1,2,1,0.151515152,0.232428571,21191014,2014,1986,1
28,1,2,1,0.151515152,0.10352381,21191087,2014,1986,1
28,1,1,1,0.151515152,0.21952381,21191119,2014,1986,1
24,1,2,1,0.151515152,0.147428571,21192035,2014,1990,1
33,1,2,1,0.151515152,0.125714286,21194029,2014,1981,1
33,1,4,1,0.151515152,0.16,21194041,2014,1981,1
30,1,1,1,0.151515152,0.19047619,21195009,2013,1983,1
43,1,3,1,0.151515152,0.154190476,21195017,2013,1970,1
43,1,3,1,0.151515152,0.19547619,21195029,2013,1970,1
30,1,1,1,0.151515152,0.144047619,21196004,2013,1983,1
27,1,1,1,0.151515152,0.113571429,21197014,2013,1986,1
30,1,1,1,0.151515152,0.142190476,21197026,2013,1983,1
27,1,1,1,0.151515152,0.176190476,21197044,2013,1986,1
27,1,1,1,0.151515152,0.14047619,21197056,2013,1986,1
27,1,1,1,0.151515152,0.133333333,21197063,2013,1986,1
41,1,1,1,0.151515152,0.121428571,21197075,2013,1972,1
41,1,3,1,0.151515152,0.061904762,21197087,2013,1972,1
41,1,4,1,0.151515152,0.14047619,21197099,2013,1972,1
41,1,4,1,0.151515152,0.104761905,21198015,2013,1972,1
41,1,3,1,0.151515152,0.108571429,21198027,2013,1972,1
41,1,4,1,0.151515152,0.119047619,21198039,2013,1972,1
41,1,3,1,0.151515152,0.131428571,21198051,2013,1972,1
41,1,2,1,0.151515152,0.121428571,21198070,2013,1972,1
41,1,3,1,0.151515152,0.100952381,21198079,2013,1972,1
41,1,2,1,0.151515152,0.092857143,21198087,2013,1972,1
41,1,1,1,0.151515152,0.068571429,21199005,2013,1972,1
41,1,3,1,0.151515152,0.152380952,21199013,2013,1972,1
41,1,2,1,0.151515152,0.213333333,21199033,2013,1972,1
41,1,1,1,0.151515152,0.171904762,21199045,2013,1972,1
41,1,2,1,0.151515152,0.223333333,21199057,2013,1972,1
41,1,2,1,0.151515152,0.162380952,21199069,2013,1972,1
41,1,2,1,0.151515152,0.086190476,21199081,2013,1972,1
41,1,3,1,0.151515152,0.112904762,21199093,2013,1972,1
41,1,2,1,0.151515152,0.130952381,21199105,2013,1972,1
37,1,2,1,0.303030303,0.316666667,22000001,2011,1974,1
32,1,4,1,0.151515152,0.186,22009008,2014,1982,1
32,1,4,1,0.151515152,0.216761905,22009020,2014,1982,1
31,1,4,1,0.151515152,0.228095238,22009040,2014,1983,1
23,1,3,1,0.151515152,0.167047619,22009044,2014,1991,1
31,1,3,1,0.151515152,0.119714286,22009075,2014,1983,1
32,1,3,1,0.151515152,0.127047619,22009108,2014,1982,1
30,1,2,1,0.151515152,0.086190476,22012035,2010,1980,1
40,1,2,1,0.151515152,0.085952381,22012038,2017,1977,1
40,1,3,1,0.151515152,0.085238095,22012039,2017,1977,1
40,1,2,1,0.151515152,0.085952381,22012042,2017,1977,1
40,1,2,1,0.151515152,0.085238095,22012043,2017,1977,1
40,1,2,1,0.151515152,0.144047619,22012046,2017,1977,1
30,1,2,1,0.151515152,0.142619048,22012047,2010,1980,1
40,1,4,1,0.151515152,0.11547619,22012049,2017,1977,1
30,1,3,1,0.151515152,0.062857143,22012056,2010,1980,1
31,1,1,1,0.484848485,0.154114286,22013039,2011,1980,1
31,1,1,1,0.303030303,0.176190476,22014002,2011,1980,1
30,1,3,1,0.181818182,0.133333333,22014015,2010,1980,1
32,1,2,1,0.151515152,0.16647619,22019006,2014,1982,1
32,1,3,1,0.151515152,0.212333333,22019009,2014,1982,1
32,1,3,1,0.151515152,0.20447619,22019020,2014,1982,1
32,1,2,1,0.151515152,0.196761905,22019032,2014,1982,1
36,1,4,1,0.151515152,0.233333333,22020005,2010,1974,1
36,1,4,1,0.151515152,0.185238095,22020014,2010,1974,1
36,1,4,1,0.151515152,0.104761905,22020022,2010,1974,1
36,1,3,1,0.151515152,0.221047619,22021015,2010,1974,1
37,1,4,1,0.151515152,0.142904762,22021031,2011,1974,1
36,1,2,1,0.151515152,0.14752381,22021043,2010,1974,1
36,1,2,1,0.151515152,0.14752381,22021044,2010,1974,1
36,1,3,1,0.151515152,0.233333333,22021053,2010,1974,1
36,1,3,1,0.151515152,0.223809524,22021065,2010,1974,1
37,1,1,1,0.303030303,0.138619048,22021087,2011,1974,1
37,1,2,1,0.181818182,0.122380952,22022001,2011,1974,1
36,1,4,1,0.151515152,0.216666667,22022014,2010,1974,1
28,1,1,1,0.151515152,0.096904762,22022039,2011,1983,1
30,1,4,1,0.151515152,0.099761905,22022050,2010,1980,1
30,1,2,1,0.151515152,0.066666667,22022062,2010,1980,1
30,1,3,1,0.151515152,0.066904762,22022065,2010,1980,1
30,1,3,1,0.151515152,0.142857143,22022077,2010,1980,1
37,1,3,1,0.303030303,0.238380952,22022088,2011,1974,1
30,1,2,1,0.151515152,0.142857143,22023012,2010,1980,1
31,1,3,1,0.151515152,0.163333333,22023022,2011,1980,1
30,1,4,1,0.151515152,0.184761905,22023034,2010,1980,1
30,1,3,1,0.151515152,0.068571429,22023046,2010,1980,1
30,1,2,1,0.151515152,0.038095238,22024011,2010,1980,1
30,1,2,1,0.303030303,0.181428571,22024017,2010,1980,1
30,1,3,1,0.151515152,0.097809524,22024025,2010,1980,1
30,1,1,1,0.151515152,0.084619048,22024037,2010,1980,1
30,1,1,1,0.151515152,0.104952381,22024058,2010,1980,1
30,1,4,1,0.151515152,0.094285714,22024070,2010,1980,1
30,1,4,1,0.303030303,0.179285714,22025029,2010,1980,1
30,1,1,1,0.151515152,0.185952381,22025047,2010,1980,1
31,1,1,1,0.484848485,0.176047619,22025055,2011,1980,1
31,1,2,1,0.303030303,0.146190476,22026006,2011,1980,1
30,1,1,1,0.151515152,0.133571429,22028040,2014,1984,1
36,1,4,1,0.151515152,0.233333333,22030003,2010,1974,1
36,1,3,1,0.151515152,0.2,22030022,2010,1974,1
36,1,2,1,0.151515152,0.219047619,22030035,2010,1974,1
36,1,2,1,0.151515152,0.142857143,22030043,2010,1974,1
36,1,2,1,0.151515152,0.219047619,22030056,2010,1974,1
36,1,3,1,0.151515152,0.204285714,22031006,2010,1974,1
36,1,4,1,0.151515152,0.233333333,22031016,2010,1974,1
36,1,3,1,0.181818182,0.147619048,22031035,2010,1974,1
36,1,3,1,0.151515152,0.178095238,22031041,2010,1974,1
36,1,3,1,0.151515152,0.233333333,22031053,2010,1974,1
36,1,3,1,0.151515152,0.119047619,22031066,2010,1974,1
36,1,2,1,0.151515152,0.147619048,22031079,2010,1974,1
27,1,2,1,0.151515152,0.142857143,22032009,2010,1983,1
27,1,1,1,0.151515152,0.142857143,22032014,2010,1983,1
27,1,4,1,0.151515152,0.172857143,22032024,2010,1983,1
27,1,3,1,0.151515152,0.122190476,22032035,2010,1983,1
30,1,3,1,0.151515152,0.142857143,22032055,2010,1980,1
30,1,4,1,0.151515152,0.035714286,22032067,2010,1980,1
30,1,3,1,0.151515152,0.047380952,22032078,2010,1980,1
30,1,2,1,0.151515152,0.12452381,22033002,2010,1980,1
30,1,4,1,0.151515152,0.046904762,22033006,2010,1980,1
30,1,2,1,0.151515152,0.144047619,22033016,2010,1980,1
30,1,1,1,0.151515152,0.155238095,22033027,2010,1980,1
30,1,3,1,0.151515152,0.119285714,22033056,2010,1980,1
30,1,3,1,0.151515152,0.18047619,22033068,2010,1980,1
30,1,3,1,0.151515152,0.087619048,22033080,2010,1980,1
30,1,3,1,0.151515152,0.088809524,22033092,2010,1980,1
30,1,3,1,0.151515152,0.136428571,22033104,2010,1980,1
30,1,3,1,0.151515152,0.117380952,22033111,2010,1980,1
30,1,1,1,0.151515152,0.126666667,22033123,2010,1980,1
30,1,3,1,0.151515152,0.131190476,22034004,2010,1980,1
30,1,3,1,0.151515152,0.136428571,22034017,2010,1980,1
30,1,3,1,0.151515152,0.088333333,22034025,2010,1980,1
30,1,2,1,0.151515152,0.104285714,22034033,2010,1980,1
30,1,3,1,0.151515152,0.085714286,22034046,2010,1980,1
30,1,2,1,0.151515152,0.162380952,22034058,2010,1980,1
30,1,2,1,0.151515152,0.19047619,22034070,2010,1980,1
30,1,1,1,0.151515152,0.118666667,22035006,2010,1980,1
30,1,2,1,0.151515152,0.110285714,22035021,2010,1980,1
30,1,4,1,0.151515152,0.042285714,22035033,2010,1980,1
30,1,3,1,0.151515152,0.127142857,22035040,2010,1980,1
30,1,1,1,0.151515152,0.095238095,22036013,2010,1980,1
30,1,2,1,0.151515152,0.141904762,22036021,2010,1980,1
31,1,2,1,0.363636364,0.246190476,22036040,2011,1980,1
30,1,2,1,0.151515152,0.057380952,22036048,2010,1980,1
31,1,3,1,0.151515152,0.068095238,22036060,2011,1980,1
30,1,2,1,0.151515152,0.09547619,22036072,2010,1980,1
31,1,1,1,0.151515152,0.103809524,22037007,2011,1980,1
30,1,2,1,0.151515152,0.070238095,22037035,2010,1980,1
30,1,3,1,0.151515152,0.116666667,22037047,2010,1980,1
30,1,1,1,0.484848485,0.17,22028005,2011,1981,1
28,1,2,1,0.151515152,0.18047619,22038034,2014,1986,1
36,1,3,1,0.151515152,0.166666667,22040037,2010,1974,1
36,1,1,1,0.151515152,0.147619048,22040048,2010,1974,1
36,1,2,1,0.151515152,0.105952381,22040081,2010,1974,1
29,1,1,1,0.303030303,0.316666667,22040087,2010,1981,1
36,1,4,1,0.151515152,0.219047619,22041009,2010,1974,1
36,1,3,1,0.151515152,0.107857143,22041023,2010,1974,1
36,1,3,1,0.151515152,0.161904762,22041034,2010,1974,1
36,1,2,1,0.151515152,0.231285714,22041045,2010,1974,1
36,1,1,1,0.151515152,0.204761905,22041058,2010,1974,1
27,1,2,1,0.151515152,0.142857143,22042010,2010,1983,1
27,1,2,1,0.151515152,0.142857143,22042032,2010,1983,1
30,1,3,1,0.151515152,0.141666667,22042049,2010,1980,1
30,1,1,1,0.151515152,0.085,22042055,2010,1980,1
30,1,3,1,0.151515152,0.073571429,22043007,2010,1980,1
30,1,1,1,0.151515152,0.127142857,22043031,2010,1980,1
30,1,2,1,0.151515152,0.088333333,22043041,2010,1980,1
30,1,2,1,0.151515152,0.088333333,22043053,2010,1980,1
30,1,3,1,0.151515152,0.17,22043070,2010,1980,1
30,1,3,1,0.151515152,0.061666667,22043083,2010,1980,1
31,1,2,1,0.151515152,0.14547619,22044001,2011,1980,1
30,1,2,1,0.151515152,0.17047619,22044018,2010,1980,1
30,1,1,1,0.151515152,0.085714286,22044022,2010,1980,1
30,1,2,1,0.151515152,0.165,22044037,2010,1980,1
30,1,4,1,0.151515152,0.155,22044044,2010,1980,1
31,1,3,1,0.151515152,0.174285714,22044056,2011,1980,1
31,1,2,1,0.151515152,0.053095238,22044068,2011,1980,1
31,1,4,1,0.151515152,0.084761905,22045010,2011,1980,1
31,1,2,1,0.151515152,0.14252381,22045019,2011,1980,1
30,1,3,1,0.151515152,0.128571429,22045029,2010,1980,1
30,1,3,1,0.151515152,0.152857143,22045041,2010,1980,1
30,1,3,1,0.151515152,0.157142857,22045049,2010,1980,1
30,1,3,1,0.151515152,0.105238095,22045065,2010,1980,1
40,1,2,1,0.151515152,0.167333333,22046003,2017,1977,1
30,1,3,1,0.151515152,0.081285714,22046020,2010,1980,1
30,1,4,1,0.151515152,0.165714286,22046025,2010,1980,1
30,1,2,1,0.151515152,0.167619048,22046036,2010,1980,1
30,1,2,1,0.151515152,0.096428571,22046047,2010,1980,1
30,1,4,1,0.151515152,0.147619048,22046066,2010,1980,1
30,1,2,1,0.151515152,0.143095238,22047006,2010,1980,1
30,1,4,1,0.151515152,0.143333333,22047009,2010,1980,1
30,1,4,1,0.151515152,0.022857143,22047021,2010,1980,1
30,1,4,1,0.151515152,0.144047619,22047026,2010,1980,1
27,1,1,1,0.151515152,0.076857143,22047033,2010,1983,1
27,1,1,1,0.151515152,0.114047619,22047055,2010,1983,1
30,1,1,1,0.151515152,0.087857143,22047058,2010,1980,1
31,1,2,1,0.272727273,0.048571429,22047066,2011,1980,1
27,1,1,1,0.151515152,0.124619048,22048006,2010,1983,1
27,1,1,1,0.151515152,0.141095238,22048014,2010,1983,1
27,1,1,1,0.151515152,0.146809524,22048017,2010,1983,1
31,1,2,1,0.151515152,0.100952381,22048049,2014,1983,1
28,1,2,1,0.484848485,0.121809524,22049025,2014,1986,1
36,1,3,1,0.151515152,0.166666667,22050013,2010,1974,1
36,1,2,1,0.151515152,0.14752381,22050028,2010,1974,1
36,1,4,1,0.151515152,0.213666667,22050039,2010,1974,1
36,1,2,1,0.151515152,0.206952381,22050048,2010,1974,1
36,1,2,1,0.151515152,0.233333333,22050057,2010,1974,1
36,1,4,1,0.151515152,0.195238095,22051003,2010,1974,1
36,1,1,1,0.151515152,0.177380952,22051016,2010,1974,1
36,1,2,1,0.151515152,0.177904762,22051033,2010,1974,1
36,1,2,1,0.151515152,0.195238095,22051046,2010,1974,1
36,1,3,1,0.151515152,0.204761905,22051052,2010,1974,1
36,1,2,1,0.151515152,0.201190476,22051054,2010,1974,1
37,1,3,1,0.151515152,0.218809524,22051061,2011,1974,1
23,1,3,1,0.484848485,0.265428571,22052032,2010,1987,1
23,1,1,1,0.151515152,0.065952381,22052042,2010,1987,1
30,1,2,1,0.151515152,0.213333333,22052059,2011,1981,1
38,1,2,1,0.151515152,0.165809524,22052081,2010,1972,1
29,1,1,1,0.151515152,0.150714286,22053008,2010,1981,1
40,1,4,1,0.151515152,0.173142857,22053021,2011,1971,1
29,1,3,1,0.151515152,0.200952381,22053031,2010,1981,1
24,1,1,1,0.424242424,0.210333333,22055001,2011,1987,1
24,1,1,1,0.424242424,0.329857143,22055003,2011,1987,1
25,1,1,1,0.424242424,0.20747619,22057001,2011,1986,1
36,1,2,1,0.151515152,0.185714286,22060007,2010,1974,1
29,1,2,1,0.151515152,0.099619048,22060037,2010,1981,1
29,1,3,1,0.151515152,0.118666667,22060046,2010,1981,1
29,1,1,1,0.151515152,0.100761905,22060073,2010,1981,1
29,1,4,1,0.151515152,0.138095238,22060085,2010,1981,1
29,1,2,1,0.151515152,0.100333333,22060097,2010,1981,1
29,1,3,1,0.151515152,0.135857143,22060109,2010,1981,1
29,1,2,1,0.151515152,0.122761905,22060121,2010,1981,1
25,1,2,1,0.212121212,0.166190476,22061002,2011,1986,1
29,1,2,1,0.151515152,0.099047619,22061008,2010,1981,1
29,1,1,1,0.151515152,0.13747619,22061018,2010,1981,1
29,1,3,1,0.151515152,0.106809524,22061022,2010,1981,1
30,1,2,1,0.151515152,0.134047619,22061027,2011,1981,1
30,1,3,1,0.181818182,0.113761905,22061034,2011,1981,1
30,1,1,1,0.151515152,0.190238095,22061052,2010,1980,1
29,1,1,1,0.151515152,0.136142857,22061064,2010,1981,1
29,1,1,1,0.151515152,0.136285714,22061072,2010,1981,1
29,1,4,1,0.151515152,0.080428571,22061078,2010,1981,1
30,1,3,1,0.181818182,0.102190476,22062009,2011,1981,1
30,1,4,1,0.151515152,0.131714286,22062015,2011,1981,1
29,1,4,1,0.151515152,0.10252381,22062032,2010,1981,1
29,1,2,1,0.151515152,0.124952381,22062061,2010,1981,1
29,1,2,1,0.151515152,0.097857143,22062073,2010,1981,1
38,1,4,1,0.151515152,0.245428571,22062079,2010,1972,1
38,1,4,1,0.151515152,0.18247619,22062092,2010,1972,1
38,1,3,1,0.151515152,0.143142857,22062103,2010,1972,1
38,1,2,1,0.151515152,0.143428571,22062116,2010,1972,1
38,1,4,1,0.151515152,0.187428571,22062129,2010,1972,1
39,1,2,1,0.151515152,0.094333333,22063004,2010,1971,1
39,1,3,1,0.151515152,0.095238095,22063014,2010,1971,1
39,1,4,1,0.151515152,0.119333333,22063025,2010,1971,1
39,1,4,1,0.151515152,0.122857143,22063032,2010,1971,1
39,1,3,1,0.151515152,0.120619048,22063034,2010,1971,1
39,1,4,1,0.212121212,0.217809524,22063050,2010,1971,1
33,1,4,1,0.151515152,0.105095238,22067008,2011,1978,1
33,1,1,1,0.151515152,0.104952381,22067025,2011,1978,1
33,1,1,1,0.151515152,0.108809524,22067026,2011,1978,1
33,1,1,1,0.151515152,0.136619048,22067038,2011,1978,1
33,1,3,1,0.151515152,0.120333333,22067050,2011,1978,1
33,1,1,1,0.151515152,0.107809524,22067062,2011,1978,1
31,1,1,1,0.151515152,0.143047619,22068004,2011,1980,1
31,1,2,1,0.151515152,0.104761905,22068016,2011,1980,1
34,1,2,1,0.151515152,0.171333333,22068032,2014,1980,1
36,1,1,1,0.181818182,0.108619048,22068068,2014,1978,1
36,1,3,1,0.151515152,0.129,22069034,2014,1978,1
36,1,2,1,0.151515152,0.123809524,22069070,2014,1978,1
30,1,3,1,0.363636364,0.266,22069082,2011,1981,1
29,1,3,1,0.151515152,0.128333333,22070006,2010,1981,1
29,1,2,1,0.151515152,0.119285714,22070022,2010,1981,1
29,1,2,1,0.151515152,0.113714286,22070029,2010,1981,1
39,1,4,1,0.151515152,0.048142857,22070034,2010,1971,1
29,1,4,1,0.151515152,0.136380952,22070047,2010,1981,1
29,1,3,1,0.151515152,0.10852381,22070057,2010,1981,1
29,1,4,1,0.151515152,0.118809524,22070067,2010,1981,1
29,1,4,1,0.151515152,0.077,22070079,2010,1981,1
29,1,2,1,0.151515152,0.137952381,22070091,2010,1981,1
29,1,3,1,0.151515152,0.100238095,22070103,2010,1981,1
29,1,3,1,0.151515152,0.132666667,22070124,2010,1981,1
29,1,4,1,0.151515152,0.115095238,22070136,2010,1981,1
29,1,4,1,0.151515152,0.140714286,22071009,2010,1981,1
29,1,4,1,0.151515152,0.139238095,22071021,2010,1981,1
29,1,4,1,0.151515152,0.114904762,22071033,2010,1981,1
40,1,3,1,0.151515152,0.210238095,22071041,2010,1970,1
29,1,3,1,0.151515152,0.152857143,22071061,2010,1981,1
40,1,4,1,0.151515152,0.122904762,22071085,2010,1970,1
29,1,4,1,0.151515152,0.128238095,22072012,2010,1981,1
29,1,3,1,0.151515152,0.123333333,22072021,2010,1981,1
29,1,2,1,0.151515152,0.118238095,22072040,2010,1981,1
29,1,2,1,0.151515152,0.136333333,22072052,2010,1981,1
21,1,3,1,0.151515152,0.101190476,22072059,2010,1989,1
39,1,2,1,0.151515152,0.118666667,22072070,2010,1971,1
39,1,4,1,0.181818182,0.136857143,22073009,2010,1971,1
39,1,4,1,0.151515152,0.180333333,22073014,2010,1971,1
40,1,2,1,0.151515152,0.121809524,22073022,2010,1970,1
21,1,2,1,0.151515152,0.083142857,22073044,2010,1989,1
39,1,4,1,0.151515152,0.12152381,22074018,2010,1971,1
39,1,4,1,0.151515152,0.05147619,22074028,2010,1971,1
23,1,3,1,0.151515152,0.109238095,22074034,2010,1987,1
29,1,4,1,0.151515152,0.117904762,22076008,2011,1982,1
29,1,1,1,0.151515152,0.041952381,22076016,2011,1982,1
29,1,1,1,0.151515152,0.137285714,22076028,2011,1982,1
29,1,1,1,0.151515152,0.143809524,22076038,2011,1982,1
33,1,1,1,0.151515152,0.118285714,22076044,2011,1978,1
33,1,1,1,0.151515152,0.135761905,22077026,2011,1978,1
33,1,1,1,0.151515152,0.156428571,22077042,2011,1978,1
30,1,1,1,0.151515152,0.139,22077053,2011,1981,1
33,1,1,1,0.151515152,0.147190476,22077065,2011,1978,1
33,1,1,1,0.151515152,0.137333333,22077099,2011,1978,1
30,1,1,1,0.151515152,0.146857143,22077113,2011,1981,1
30,1,1,1,0.151515152,0.146857143,22077125,2011,1981,1
33,1,1,1,0.151515152,0.118285714,22078004,2011,1978,1
33,1,1,1,0.151515152,0.142142857,22078005,2011,1978,1
34,1,3,1,0.151515152,0.100190476,22078030,2014,1980,1
26,1,3,1,0.151515152,0.106571429,22079022,2011,1985,1
26,1,2,1,0.151515152,0.141619048,22079028,2011,1985,1
29,1,1,1,0.151515152,0.07647619,22079029,2014,1985,1
30,1,1,1,0.363636364,0.149666667,22079050,2011,1981,1
11,1,1,1,0.151515152,0.02047619,22079059,2010,1999,1
39,1,4,1,0.151515152,0.200380952,22080013,2010,1971,1
40,1,3,1,0.151515152,0.110428571,22080039,2010,1970,1
29,1,2,1,0.151515152,0.128095238,22080044,2010,1981,1
29,1,1,1,0.151515152,0.057047619,22080055,2010,1981,1
29,1,4,1,0.151515152,0.090857143,22080065,2010,1981,1
29,1,4,1,0.151515152,0.133238095,22080073,2010,1981,1
29,1,3,1,0.151515152,0.129666667,22080085,2010,1981,1
40,1,2,1,0.151515152,0.148761905,22080110,2010,1970,1
29,1,2,1,0.151515152,0.109761905,22080097,2010,1981,1
40,1,4,1,0.151515152,0.151428571,22081012,2010,1970,1
40,1,3,1,0.151515152,0.150285714,22081020,2010,1970,1
40,1,3,1,0.151515152,0.152428571,22081028,2010,1970,1
40,1,4,1,0.151515152,0.190857143,22081035,2010,1970,1
40,1,4,1,0.151515152,0.13452381,22081048,2010,1970,1
40,1,3,1,0.151515152,0.138238095,22081060,2010,1970,1
40,1,3,1,0.151515152,0.13747619,22081073,2010,1970,1
40,1,4,1,0.151515152,0.140142857,22081086,2010,1970,1
37,1,4,1,0.151515152,0.063761905,22082002,2010,1973,1
22,1,2,1,0.151515152,0.147904762,22083008,2010,1988,1
21,1,1,1,0.151515152,0.09,22083060,2010,1989,1
22,1,2,1,0.151515152,0.130428571,22083123,2010,1988,1
39,1,4,1,0.151515152,0.098190476,22083125,2010,1971,1
40,1,2,1,0.151515152,0.094142857,22084021,2011,1971,1
39,1,2,1,0.151515152,0.09947619,22084060,2010,1971,1
39,1,4,1,0.151515152,0.104285714,22084072,2010,1971,1
25,1,2,1,0.151515152,0.205333333,22084086,2010,1985,1
39,1,4,1,0.151515152,0.118857143,22084102,2010,1971,1
39,1,4,1,0.151515152,0.137809524,22084114,2010,1971,1
39,1,4,1,0.151515152,0.155904762,22084126,2010,1971,1
39,1,4,1,0.151515152,0.107952381,22084138,2010,1971,1
29,1,3,1,0.151515152,0.156190476,22086006,2011,1982,1
34,1,4,1,0.151515152,0.080857143,22086025,2010,1976,1
29,1,3,1,0.151515152,0.146904762,22086014,2011,1982,1
29,1,1,1,0.151515152,0.17747619,22087009,2011,1982,1
36,1,4,1,0.151515152,0.095,22087020,2010,1974,1
30,1,1,1,0.151515152,0.137333333,22087026,2011,1981,1
30,1,2,1,0.151515152,0.146857143,22087038,2011,1981,1
30,1,1,1,0.151515152,0.137333333,22087050,2011,1981,1
30,1,2,1,0.151515152,0.127809524,22087062,2011,1981,1
30,1,1,1,0.151515152,0.103714286,22087084,2011,1981,1
30,1,1,1,0.151515152,0.033047619,22088002,2011,1981,1
36,1,2,1,0.151515152,0.095095238,22088009,2010,1974,1
34,1,4,1,0.151515152,0.058714286,22088021,2010,1976,1
36,1,3,1,0.151515152,0.106047619,22088082,2010,1974,1
36,1,2,1,0.151515152,0.072714286,22088095,2010,1974,1
26,1,1,1,0.363636364,0.17,22089060,2011,1985,1
34,1,3,1,0.212121212,0.167142857,22089071,2011,1977,1
26,1,1,1,0.151515152,0.25,22089083,2011,1985,1
29,1,2,1,0.151515152,0.180142857,22089085,2014,1985,1
26,1,2,1,0.151515152,0.075847619,22089093,2011,1985,1
40,1,3,1,0.151515152,0.106285714,22090053,2010,1970,1
40,1,3,1,0.151515152,0.143095238,22090060,2010,1970,1
40,1,3,1,0.151515152,0.110952381,22090072,2010,1970,1
40,1,3,1,0.151515152,0.140333333,22091004,2010,1970,1
40,1,3,1,0.151515152,0.143190476,22091008,2010,1970,1
40,1,3,1,0.151515152,0.135952381,22091010,2010,1970,1
40,1,4,1,0.151515152,0.144238095,22091031,2010,1970,1
40,1,4,1,0.151515152,0.146238095,22091042,2010,1970,1
40,1,4,1,0.151515152,0.147666667,22091054,2010,1970,1
40,1,4,1,0.151515152,0.14452381,22091066,2010,1970,1
25,1,3,1,0.151515152,0.205047619,22092032,2010,1985,1
25,1,3,1,0.151515152,0.032095238,22092058,2010,1985,1
25,1,2,1,0.181818182,0.152285714,22093038,2010,1985,1
25,1,3,1,0.181818182,0.200190476,22094006,2010,1985,1
23,1,3,1,0.151515152,0.093142857,22094042,2010,1987,1
25,1,2,1,0.151515152,0.028142857,22094058,2010,1985,1
25,1,1,1,0.151515152,0.184904762,22094069,2010,1985,1
25,1,3,1,0.151515152,0.190095238,22094088,2010,1985,1
39,1,3,1,0.151515152,0.143428571,22095019,2010,1971,1
37,1,3,1,0.151515152,0.087619048,22097008,2011,1974,1
36,1,3,1,0.151515152,0.114761905,22097044,2010,1974,1
36,1,3,1,0.151515152,0.062285714,22097062,2010,1974,1
26,1,4,1,0.151515152,0.034904762,22097084,2010,1984,1
25,1,4,1,0.151515152,0.088857143,22098021,2010,1985,1
25,1,3,1,0.151515152,0.219095238,22098039,2010,1985,1
26,1,2,1,0.151515152,0.134904762,22098055,2010,1984,1
25,1,3,1,0.151515152,0.154571429,22098065,2010,1985,1
25,1,3,1,0.151515152,0.214333333,22098077,2010,1985,1
28,1,1,1,0.151515152,0.15652381,22099022,2010,1982,1
29,1,3,1,0.212121212,0.130333333,22099044,2011,1982,1
30,1,2,1,0.151515152,0.108238095,22099096,2011,1981,1
29,1,3,1,0.151515152,0.211095238,22100037,2014,1985,1
32,1,3,1,0.151515152,0.211714286,22100082,2014,1982,1
31,1,3,1,0.151515152,0.215047619,22101028,2014,1983,1
